temp,humidity,rainfall,solar_radiation,soil_bdod,soil_cec,soil_cfvo,soil_clay,soil_sand,soil_silt,soil_nitrogen,soil_ocd,soil_ocs,soil_phh2o,soil_soc,soil_wv0010,previous_crop,previous_fertilizer,fertilizer_amount,cultivation_break,yield,yield_category
26.07,51.77,943.9,20.2,127.1,20.88,11.17,127.1,499.0,106.6,162.3,31.6,27.6,7.31,19.76,20.75,cotton,NPK,154.1,0,3.33,High
25.72,53.46,979.3,20.77,129.5,21.93,3.65,240.4,421.6,268.7,127.9,23.6,29.4,6.87,6.6,19.69,rice,none,156.0,1,1.97,Medium
30.57,61.05,581.9,16.56,139.6,19.7,4.62,168.0,516.7,297.3,132.2,33.9,96.3,7.29,5.54,23.56,millet,NPK,94.4,0,1.64,Medium
22.27,78.33,799.5,19.15,150.2,12.87,9.27,130.9,479.8,130.0,154.6,48.1,49.7,6.37,16.39,12.56,millet,organic,76.8,2,2.98,High
31.2,57.46,993.6,18.52,125.7,22.19,8.37,116.1,581.4,239.4,65.3,25.0,78.6,6.2,4.58,12.2,cotton,DAP,112.6,2,2.41,Medium
28.81,50.65,708.3,23.34,118.8,18.47,8.34,93.5,483.4,290.2,61.5,44.0,49.7,7.3,5.3,17.16,groundnut,organic,128.5,0,1.83,Medium
31.04,74.28,530.3,18.65,128.0,12.52,9.5,180.1,562.4,93.1,153.8,55.8,96.2,5.96,19.13,26.98,wheat,NPK,107.9,1,2.92,High
28.08,75.48,706.4,23.09,140.5,14.26,8.46,206.3,686.6,299.8,118.8,30.4,34.1,5.86,15.33,21.98,wheat,NPK,123.7,0,2.82,High
30.12,66.1,969.2,17.91,154.9,16.82,3.31,234.0,637.8,287.5,90.4,22.0,51.1,6.5,15.81,22.31,wheat,DAP,89.0,1,2.76,High
25.36,76.79,560.2,20.66,121.9,8.49,6.78,230.1,555.3,239.2,57.5,62.8,83.5,6.5,19.82,22.77,wheat,none,50.8,0,1.58,Medium
25.5,55.37,686.1,20.28,147.5,22.85,4.08,245.8,431.8,206.7,54.9,69.1,25.9,7.49,4.78,18.27,wheat,organic,133.7,2,2.3,Medium
25.9,58.24,1012.2,16.79,124.0,14.88,3.59,125.7,404.6,99.8,152.7,65.4,47.3,6.64,5.47,12.95,groundnut,none,148.5,0,1.65,Medium
29.55,50.61,597.2,18.54,135.6,14.36,3.73,235.4,649.1,225.4,51.9,28.6,92.3,6.73,19.19,15.38,millet,organic,119.9,2,2.29,Medium
25.69,67.5,733.2,23.89,145.0,11.31,4.79,116.3,476.6,198.9,75.3,69.4,96.7,6.26,5.43,25.19,wheat,none,128.5,1,2.33,Medium
24.42,76.62,832.5,20.76,119.3,16.21,5.07,209.6,702.9,117.2,55.6,59.2,89.1,7.12,18.02,20.01,cotton,urea,108.2,2,2.99,High
31.38,68.19,606.8,22.61,146.9,12.11,3.45,250.1,428.4,279.8,57.7,44.5,91.9,6.05,6.02,24.13,groundnut,NPK,88.9,0,1.58,Medium
31.08,52.41,920.4,21.76,118.1,22.15,7.72,80.5,593.8,189.2,128.9,52.5,88.1,6.82,15.37,22.4,cotton,urea,111.6,0,3.18,High
25.49,70.8,968.8,23.2,128.0,24.95,9.23,278.2,569.0,118.7,149.0,57.5,75.3,6.24,10.16,20.76,wheat,organic,124.0,3,3.08,High
28.35,70.28,880.8,18.76,116.3,13.98,6.68,86.3,670.0,253.4,122.8,15.0,96.4,7.24,7.24,12.23,fallow,none,127.6,0,2.97,High
24.74,55.0,1017.1,17.77,148.7,10.6,7.93,208.7,712.7,162.4,157.4,47.8,81.1,6.37,5.05,16.23,rice,none,65.8,2,2.07,Medium
24.06,74.87,578.4,16.57,139.1,8.96,2.59,108.2,519.2,161.4,118.8,60.8,58.9,5.9,4.68,23.49,millet,NPK,37.4,1,1.29,Low
25.36,77.37,502.0,22.73,121.6,17.69,8.26,279.6,413.1,149.0,137.2,18.8,48.1,6.85,8.2,29.96,rice,DAP,134.5,0,2.54,High
25.27,61.75,660.2,20.18,119.7,20.81,11.91,97.8,464.2,291.6,40.4,53.2,69.9,6.57,5.05,18.8,cotton,NPK,96.3,2,2.34,Medium
30.82,59.26,1004.0,21.75,134.0,23.36,4.22,276.6,450.0,89.2,146.8,60.5,43.1,6.88,14.5,27.47,millet,none,165.1,1,3.05,High
30.22,67.24,576.2,16.51,115.3,9.04,2.37,161.7,432.4,194.4,64.7,37.2,73.8,6.93,12.45,25.63,groundnut,none,72.2,0,1.78,Medium
29.1,79.18,958.3,22.77,146.7,24.23,3.5,116.5,497.5,247.0,86.1,55.2,84.0,6.62,9.49,19.75,cotton,organic,52.9,0,2.69,High
31.59,71.75,1057.6,20.66,153.7,14.11,2.69,131.0,602.7,263.8,109.3,52.3,85.5,7.09,19.31,20.68,cotton,organic,118.9,0,3.31,High
26.23,73.7,836.5,16.94,116.4,9.05,6.88,196.1,548.5,199.1,53.9,19.3,27.4,6.57,17.55,27.52,groundnut,organic,80.4,3,2.63,High
24.45,73.06,1029.8,19.99,138.4,9.78,11.35,84.6,701.4,249.0,152.1,54.3,40.1,7.14,14.71,22.24,cotton,organic,69.1,1,3.36,High
23.17,78.71,648.9,20.78,139.5,19.91,0.66,255.7,564.4,294.2,156.4,34.2,68.6,5.82,11.02,21.22,millet,organic,90.7,0,1.96,Medium
25.01,74.49,933.7,18.73,115.4,14.3,9.97,149.0,500.7,201.6,56.6,53.9,26.8,6.46,17.3,29.76,rice,urea,73.3,1,2.34,Medium
23.45,58.05,968.1,21.69,145.6,17.95,4.34,129.6,730.7,155.9,108.2,49.6,64.2,5.83,11.65,29.41,cotton,none,58.5,3,2.67,High
22.92,56.94,792.5,20.65,125.4,22.69,4.22,169.9,406.7,298.9,160.3,19.6,87.5,7.32,7.95,25.61,millet,urea,87.2,0,1.95,Medium
28.03,57.26,861.7,22.72,141.1,15.32,4.47,109.9,626.3,269.8,82.4,22.6,90.6,6.57,10.79,29.03,wheat,none,119.3,1,2.09,Medium
25.64,56.39,553.3,22.91,123.4,18.06,7.3,259.2,455.0,157.2,169.9,47.1,29.7,6.61,10.45,22.11,wheat,NPK,89.8,0,2.03,Medium
27.65,56.25,665.8,16.5,118.5,22.72,1.83,278.4,575.6,272.7,58.5,20.1,80.1,6.63,6.75,14.35,rice,DAP,154.3,2,2.06,Medium
23.91,78.04,546.1,21.17,125.0,24.78,11.02,157.3,723.0,252.7,52.3,36.4,68.0,6.78,18.65,12.53,cotton,none,116.7,0,2.54,High
28.77,78.55,643.7,21.78,150.1,20.67,4.6,92.1,467.9,226.9,59.8,61.8,44.9,7.46,14.79,16.03,fallow,none,37.1,0,2.53,High
24.16,52.7,1035.5,17.14,145.4,19.3,8.62,278.2,508.1,212.0,64.8,64.7,45.8,6.3,5.3,16.72,groundnut,urea,179.5,2,1.75,Medium
24.78,51.92,518.5,23.07,134.6,14.13,11.78,243.9,521.0,99.5,73.6,18.7,34.7,6.23,4.91,26.1,wheat,NPK,95.7,1,1.6,Medium
29.42,75.71,798.1,22.85,119.6,24.08,7.31,203.6,732.5,245.3,55.9,68.6,88.4,5.9,12.38,21.22,rice,NPK,173.9,0,2.56,High
27.6,66.91,813.6,17.12,123.4,17.52,9.98,249.7,622.9,117.0,159.7,42.5,84.9,6.2,19.5,29.54,cotton,NPK,142.7,2,2.88,High
25.35,56.35,671.5,23.07,153.5,14.56,2.61,217.5,489.6,251.3,174.6,46.3,97.1,6.49,10.47,12.25,wheat,NPK,160.8,1,2.94,High
27.43,63.85,969.0,21.17,120.6,15.16,1.3,209.9,657.8,239.6,67.2,44.5,44.0,6.59,7.38,15.5,groundnut,DAP,116.8,1,1.81,Medium
28.94,52.21,853.7,22.29,126.5,8.5,4.7,104.2,464.2,177.0,71.0,58.1,78.3,7.13,17.53,16.72,wheat,organic,144.9,2,2.97,High
31.12,79.47,617.1,22.39,137.1,20.2,4.1,245.9,459.8,106.8,117.2,28.3,95.5,6.85,9.49,22.02,cotton,NPK,58.1,1,2.59,High
27.81,54.2,782.7,17.29,129.8,20.19,1.38,257.9,488.6,178.0,106.9,62.4,72.1,7.41,9.08,24.8,rice,DAP,81.6,0,2.11,Medium
24.33,74.2,514.0,16.5,125.8,13.4,6.03,215.2,730.6,104.7,133.3,64.6,43.3,7.28,12.19,29.86,wheat,urea,136.6,2,2.43,Medium
29.47,78.75,510.7,21.1,142.2,12.87,9.19,86.0,479.5,146.0,52.8,20.2,95.1,7.04,11.81,23.31,cotton,NPK,107.5,1,2.66,High
29.78,71.33,940.9,18.7,121.3,21.15,2.65,172.1,635.4,137.9,106.5,51.2,81.1,7.18,10.8,23.03,millet,none,83.9,2,2.4,Medium
24.0,52.66,603.4,18.08,133.9,11.73,4.33,271.5,580.0,178.5,62.6,46.6,84.9,7.29,8.29,18.05,rice,none,85.7,2,1.68,Medium
30.21,67.7,1081.1,17.04,119.6,19.02,0.44,258.2,449.7,95.4,170.7,31.9,65.4,5.89,6.19,28.27,rice,DAP,135.4,2,2.41,Medium
26.65,53.88,714.9,22.88,126.5,21.91,5.57,251.4,645.5,161.2,153.8,62.8,43.3,7.23,4.66,22.48,rice,DAP,56.0,0,1.84,Medium
29.8,76.01,919.2,20.57,129.4,14.0,11.35,186.0,527.8,227.0,80.3,66.9,50.0,5.86,7.95,19.02,groundnut,organic,120.0,1,1.87,Medium
24.37,70.18,777.5,22.69,140.6,8.84,1.98,112.7,712.6,234.6,70.1,61.2,51.9,6.32,15.3,15.69,wheat,NPK,170.2,0,3.41,High
25.33,78.26,745.7,20.45,133.3,14.09,1.37,160.0,405.4,82.4,129.8,57.0,78.6,5.91,6.38,21.65,groundnut,organic,144.7,1,2.38,Medium
31.54,54.38,900.8,16.39,126.4,19.48,1.53,235.3,526.4,213.7,52.2,33.4,85.9,6.06,19.11,25.12,wheat,urea,143.3,2,2.23,Medium
28.58,63.61,875.6,17.76,142.4,15.51,6.38,245.9,533.6,134.5,47.7,32.2,55.4,5.96,16.56,15.21,cotton,organic,96.7,1,2.41,Medium
29.73,66.31,1026.1,22.54,133.9,23.71,4.38,268.9,615.7,170.4,72.5,25.2,72.1,6.11,19.74,29.83,groundnut,none,168.3,0,2.59,High
28.88,53.25,550.7,17.53,143.9,16.91,8.72,177.3,604.4,103.9,140.4,66.3,60.7,5.83,17.07,25.17,rice,DAP,178.3,0,2.15,Medium
24.04,70.31,803.9,23.3,130.4,24.49,9.96,211.5,646.6,80.2,96.7,57.8,26.3,7.0,15.89,19.31,wheat,urea,156.8,3,3.2,High
26.71,66.99,864.6,18.56,144.0,19.28,0.77,109.7,739.9,254.1,81.6,66.6,92.7,7.1,13.51,19.08,millet,urea,130.0,1,3.01,High
30.09,60.44,889.9,19.38,137.8,21.9,11.7,205.5,710.8,143.2,111.9,16.0,97.4,5.94,14.76,21.27,cotton,urea,145.5,0,2.7,High
28.75,62.39,875.3,21.3,124.9,18.85,6.54,189.7,495.2,117.2,137.6,54.2,58.2,6.86,12.41,15.44,cotton,none,101.6,1,2.43,Medium
22.06,73.89,720.7,22.4,136.8,16.57,8.42,156.8,512.7,181.2,115.5,60.9,59.1,7.44,8.36,27.29,wheat,none,106.8,3,2.23,Medium
22.87,60.69,518.6,22.12,120.4,17.7,10.76,100.3,516.3,274.4,165.6,40.1,80.8,6.72,10.83,24.41,wheat,NPK,38.6,1,2.56,High
25.47,79.18,928.1,22.53,115.4,22.01,3.4,94.7,692.0,190.9,142.5,24.4,50.0,6.07,17.5,24.33,wheat,organic,114.8,0,3.01,High
31.44,77.55,526.3,20.08,142.6,17.59,5.49,168.7,400.4,106.8,170.9,63.4,52.7,6.3,12.73,23.92,groundnut,NPK,162.9,1,2.51,High
26.91,52.34,782.4,18.58,122.1,23.71,11.01,182.4,433.0,136.3,42.0,45.1,28.9,7.13,18.62,24.38,cotton,organic,174.9,1,2.88,High
24.7,75.57,931.5,17.72,138.7,13.17,3.86,97.3,430.8,148.5,166.3,22.6,40.1,6.96,14.81,25.94,wheat,organic,81.3,1,2.33,Medium
25.6,70.21,664.1,23.67,133.6,15.16,11.47,134.1,459.1,103.0,83.4,41.8,36.1,6.31,12.96,25.86,fallow,NPK,64.7,0,2.26,Medium
24.11,51.66,516.7,20.59,132.4,15.92,7.67,225.1,593.9,260.2,149.5,15.6,93.9,5.98,18.84,24.23,millet,DAP,66.2,3,1.72,Medium
26.21,78.66,555.6,23.75,127.6,19.23,7.8,237.0,452.9,200.4,176.8,52.8,31.9,7.3,7.63,14.47,groundnut,urea,168.6,0,2.34,Medium
24.18,75.0,583.5,19.95,135.9,21.24,1.09,224.4,681.1,278.3,44.7,46.3,42.1,5.86,17.38,22.71,groundnut,none,96.9,2,1.21,Low
30.46,74.98,899.1,19.0,153.9,18.71,4.6,136.0,685.0,215.7,178.0,48.5,38.9,7.4,13.44,20.59,groundnut,none,78.2,0,2.12,Medium
26.56,77.47,892.1,20.89,145.6,22.83,2.96,273.6,521.5,85.7,123.0,21.2,53.3,7.08,14.97,15.5,rice,organic,141.6,2,2.68,High
24.8,77.63,1087.0,23.94,131.6,24.43,5.84,145.5,475.1,274.9,162.9,63.1,44.1,7.46,18.93,19.28,rice,NPK,171.4,1,3.62,Very High
31.33,56.57,694.3,22.92,149.9,8.61,9.18,249.7,450.3,105.9,130.6,50.4,64.2,5.9,7.78,19.66,groundnut,organic,168.1,1,1.96,Medium
25.14,78.12,578.8,19.28,136.1,8.04,8.76,217.0,587.5,213.2,131.0,20.0,72.4,7.29,10.64,18.74,fallow,urea,121.2,1,2.52,High
31.1,51.44,603.5,16.34,154.4,12.25,8.48,162.8,570.4,158.6,60.7,33.8,45.4,6.03,13.08,18.56,groundnut,none,142.0,1,1.02,Low
22.43,76.44,519.3,19.27,153.8,9.79,3.05,146.6,402.1,238.3,136.6,50.0,28.1,7.28,13.71,14.57,cotton,organic,162.4,0,2.49,Medium
29.07,63.7,994.3,22.07,116.1,21.79,8.4,201.6,507.7,97.6,141.0,69.8,98.3,6.15,9.91,15.12,rice,urea,172.7,2,3.1,High
26.84,74.94,545.7,16.01,122.0,21.7,5.73,126.2,575.3,254.4,53.5,29.2,76.2,6.51,11.14,15.23,wheat,NPK,169.1,3,2.41,Medium
26.44,58.19,1036.2,22.66,148.5,10.07,5.87,170.9,453.5,256.5,52.1,25.6,33.3,6.21,19.93,16.52,millet,urea,109.2,3,2.75,High
22.36,72.65,529.1,18.08,129.6,16.7,7.46,198.6,496.3,130.5,101.4,59.1,98.2,5.98,18.48,28.29,rice,NPK,173.4,1,2.04,Medium
22.41,74.14,988.0,18.93,124.9,23.56,1.68,228.4,658.9,115.7,84.1,36.9,55.2,5.95,19.44,26.73,millet,urea,176.3,0,2.77,High
25.33,52.43,617.5,23.37,136.5,10.44,11.18,124.3,534.7,220.6,158.8,20.1,92.2,6.62,16.1,29.73,rice,organic,146.7,2,2.63,High
31.47,77.43,513.8,18.99,141.9,18.97,7.45,93.6,459.6,222.9,132.0,69.1,77.7,6.37,5.08,27.46,rice,DAP,114.2,1,2.15,Medium
28.18,74.52,920.9,19.83,127.6,20.67,4.29,117.4,678.5,143.1,64.8,59.2,31.2,7.31,8.2,20.84,wheat,organic,151.2,2,2.82,High
25.69,67.86,501.6,19.55,149.4,23.49,6.94,207.4,622.7,199.3,67.7,18.4,70.4,7.08,18.34,18.72,millet,none,146.2,0,2.33,Medium
28.12,71.24,678.6,18.9,135.0,18.08,8.12,240.7,619.4,274.1,82.3,33.4,58.3,6.09,10.49,13.21,wheat,organic,91.5,0,1.95,Medium
24.06,60.37,534.3,16.65,124.3,16.51,10.35,123.7,428.5,190.8,119.7,67.1,34.3,6.91,10.7,25.69,groundnut,NPK,154.6,0,1.26,Low
23.65,64.12,572.8,19.39,142.0,15.89,6.16,192.2,543.5,103.6,110.3,28.7,25.5,6.38,4.35,18.67,cotton,organic,65.6,2,2.04,Medium
25.62,54.42,575.2,19.95,133.8,13.46,8.25,157.9,484.9,272.7,107.0,37.8,98.9,6.84,14.37,26.96,cotton,none,42.1,0,1.66,Medium
30.63,65.0,933.9,17.75,121.0,15.84,3.7,85.4,608.8,116.9,44.4,30.1,46.9,5.94,17.97,27.09,cotton,NPK,102.7,0,2.31,Medium
27.09,73.48,1083.3,22.61,117.9,11.08,4.65,98.2,419.7,206.5,115.8,23.2,83.4,7.07,15.95,22.68,rice,organic,119.9,0,2.89,High
24.97,66.75,646.8,19.96,139.2,19.5,0.92,86.3,636.7,258.0,42.8,15.6,46.8,7.02,19.19,14.96,wheat,NPK,66.2,1,2.44,Medium
31.5,54.0,739.3,17.91,117.6,11.64,7.83,176.9,606.9,256.1,102.1,20.2,78.9,7.21,5.51,29.54,fallow,organic,102.7,2,2.46,Medium
30.16,74.89,724.6,16.8,153.9,8.85,7.88,226.6,534.0,136.7,69.0,34.5,39.5,6.14,16.62,12.92,fallow,NPK,36.0,1,2.4,Medium
25.23,72.14,654.1,20.62,123.2,15.99,0.75,92.2,544.4,200.1,82.7,64.2,33.3,6.49,17.33,17.49,millet,none,176.9,3,2.67,High
31.72,51.12,927.6,19.83,154.5,21.6,4.8,135.3,561.2,199.3,131.3,29.7,80.3,7.47,9.98,24.88,groundnut,none,55.9,2,2.33,Medium
31.87,74.15,662.8,21.72,127.8,11.91,1.15,86.8,480.5,180.0,95.5,33.6,46.4,6.98,8.8,15.46,fallow,DAP,120.4,2,2.41,Medium
26.09,75.96,808.6,23.91,152.1,21.78,6.77,118.5,558.1,292.1,122.7,58.0,84.6,6.79,10.63,18.09,rice,organic,176.2,2,3.62,Very High
28.56,65.37,577.9,17.6,140.4,20.26,4.2,203.8,545.7,165.6,143.2,66.1,66.9,6.28,9.58,19.03,rice,none,108.8,0,1.96,Medium
26.06,61.36,1008.8,21.87,118.8,18.68,9.25,167.5,649.4,140.7,140.6,23.8,50.2,6.3,6.56,15.65,wheat,urea,75.3,0,2.29,Medium
24.57,52.5,912.4,19.45,125.3,18.02,5.02,129.6,559.7,222.6,115.6,15.4,30.9,7.36,8.74,29.8,groundnut,NPK,64.6,0,1.75,Medium
22.83,74.85,823.3,19.16,130.7,12.63,11.93,135.0,592.1,243.4,161.6,46.4,44.5,6.82,18.09,23.39,millet,urea,166.5,1,3.09,High
24.64,50.11,868.5,18.31,131.8,16.2,8.52,105.3,569.5,100.2,164.6,26.5,28.5,6.82,9.2,16.56,rice,NPK,45.5,0,1.62,Medium
24.71,60.3,634.6,18.86,137.6,12.21,3.1,207.5,626.3,209.3,133.8,69.2,73.7,6.82,8.32,27.32,groundnut,NPK,141.7,3,1.86,Medium
25.99,59.83,1006.4,16.94,138.8,10.47,1.44,235.5,509.2,82.6,50.8,66.4,43.0,7.43,16.27,17.95,millet,none,157.6,2,2.04,Medium
23.85,77.36,573.4,19.64,127.4,17.93,8.71,196.2,423.4,97.2,55.7,15.8,38.3,6.74,5.58,12.03,rice,urea,105.9,3,1.87,Medium
31.54,63.48,1028.7,20.7,118.6,21.11,3.95,160.6,484.1,244.5,125.5,37.2,50.8,6.16,9.57,20.32,rice,none,64.2,0,2.06,Medium
23.03,76.66,867.9,18.24,142.6,15.48,0.88,115.2,653.4,257.5,72.6,61.2,62.3,6.82,4.35,23.66,cotton,DAP,156.5,0,2.22,Medium
28.25,52.68,1064.2,19.63,133.5,20.53,6.93,225.4,488.5,116.2,173.4,22.6,93.2,6.64,12.11,14.57,rice,urea,92.8,0,2.45,Medium
26.42,75.38,672.9,19.78,142.4,19.98,1.24,99.9,674.5,240.2,72.5,56.9,75.0,6.81,12.24,26.63,wheat,urea,49.4,1,1.95,Medium
26.24,68.37,1061.2,21.28,137.7,15.69,2.99,127.6,514.7,99.0,110.5,45.1,86.4,7.4,10.27,16.65,millet,organic,134.2,1,3.09,High
25.72,66.14,883.0,20.67,115.3,20.69,5.63,220.5,435.4,292.5,50.8,27.5,47.2,7.15,18.28,19.75,millet,organic,48.1,1,2.13,Medium
30.68,59.18,506.0,23.55,147.1,13.39,9.31,87.8,474.2,90.3,124.9,47.8,40.6,6.91,15.08,28.78,rice,organic,135.5,2,2.97,High
24.8,64.71,561.7,20.21,145.7,21.68,5.03,186.8,646.8,92.8,146.5,31.8,80.8,6.9,14.28,21.01,millet,DAP,179.2,0,2.74,High
22.21,58.2,855.7,20.86,131.1,13.69,3.62,107.2,691.1,133.0,137.9,20.2,57.8,7.48,10.65,12.77,cotton,NPK,89.6,1,2.74,High
31.18,63.67,557.0,20.24,146.3,19.61,2.26,204.0,718.1,160.3,95.4,40.8,77.2,6.76,19.53,28.21,cotton,NPK,39.2,0,2.56,High
30.64,73.06,948.7,18.76,115.7,19.51,4.51,266.1,555.6,182.8,88.5,26.7,26.4,5.86,10.98,24.54,cotton,NPK,81.1,1,2.55,High
24.77,68.76,903.2,17.3,132.0,15.07,0.45,164.5,637.7,160.4,77.5,38.9,88.4,6.1,8.33,28.16,millet,organic,77.5,0,1.63,Medium
27.23,70.42,612.4,16.13,132.0,20.09,4.42,93.3,558.0,97.0,81.2,41.1,45.0,5.87,9.12,19.67,cotton,urea,86.2,1,1.73,Medium
23.09,76.77,882.2,17.78,122.8,23.13,3.22,86.1,614.4,233.9,148.8,22.3,64.0,7.41,5.69,27.83,millet,organic,40.9,1,2.5,High
22.93,51.59,840.0,20.47,123.8,9.15,1.37,267.9,588.8,150.0,147.8,61.7,83.3,6.77,14.86,14.78,wheat,NPK,86.6,1,2.71,High
30.37,55.97,647.8,16.22,116.9,13.02,2.0,173.7,606.0,224.8,150.2,18.2,34.3,6.57,18.2,26.2,rice,NPK,72.8,1,2.67,High
26.1,71.73,924.5,18.54,141.3,10.02,11.16,261.3,427.9,222.0,171.6,25.8,83.0,7.3,11.73,27.37,wheat,organic,56.0,1,2.68,High
28.62,62.25,650.8,16.33,153.3,11.04,4.4,162.3,410.7,240.6,121.4,64.7,92.7,6.07,11.92,25.17,cotton,NPK,167.9,1,2.45,Medium
31.43,69.51,1018.8,21.49,152.0,11.25,8.42,141.4,539.6,202.7,62.1,15.7,63.0,7.14,14.13,26.36,fallow,urea,120.5,0,2.87,High
24.45,76.93,737.7,20.11,123.0,24.39,10.99,135.0,617.7,183.9,76.5,23.7,63.6,6.5,15.27,22.38,rice,DAP,126.4,0,2.64,High
22.13,72.08,797.2,23.14,136.6,19.91,1.48,182.0,491.6,107.8,101.7,40.5,78.1,6.63,16.37,19.15,cotton,NPK,86.0,0,2.34,Medium
22.24,77.99,896.8,21.04,146.8,17.87,7.16,229.7,499.1,171.4,40.8,49.5,90.1,6.18,13.55,23.9,rice,urea,154.8,2,2.53,High
29.09,54.56,1029.8,21.63,128.2,17.98,10.88,200.6,703.8,153.4,90.1,32.8,62.6,6.29,16.92,12.41,groundnut,NPK,159.1,0,2.4,Medium
31.25,72.7,773.7,23.06,122.0,9.59,11.39,204.3,742.1,116.2,100.5,47.6,30.3,6.68,6.26,23.93,cotton,urea,123.0,3,3.48,High
26.67,71.08,892.9,23.17,115.8,14.22,5.14,109.0,728.9,106.9,48.9,23.8,67.4,6.49,16.3,17.12,rice,organic,123.6,1,3.13,High
25.75,50.23,858.1,18.95,144.5,23.2,4.83,198.8,563.1,138.4,151.7,50.2,91.4,6.59,7.26,26.38,cotton,organic,144.4,3,3.07,High
27.43,51.29,543.3,20.68,125.8,8.17,11.62,123.3,631.4,261.2,135.1,33.7,42.6,7.45,13.55,15.91,wheat,organic,86.2,1,2.52,High
30.59,51.01,879.7,19.23,122.5,8.33,8.79,237.2,689.6,206.7,141.7,49.6,28.9,6.43,4.79,19.31,groundnut,none,106.8,1,1.9,Medium
28.52,65.83,527.8,20.53,151.0,12.67,10.4,118.2,662.6,226.1,51.2,48.6,88.6,6.46,8.78,15.31,cotton,NPK,67.9,3,2.06,Medium
24.33,73.3,803.4,23.53,148.1,18.79,9.29,139.9,612.7,100.4,117.8,56.7,79.8,6.0,18.38,21.35,cotton,NPK,94.5,1,3.15,High
29.75,62.16,563.9,23.95,146.8,22.75,8.02,98.5,429.9,157.2,113.1,41.0,40.5,7.35,6.91,22.51,cotton,none,142.2,3,2.62,High
23.35,50.1,865.2,19.77,117.2,8.57,4.82,261.0,430.9,259.5,117.8,37.6,27.4,6.62,9.31,24.92,fallow,NPK,125.1,2,1.97,Medium
23.66,55.25,932.6,16.52,152.1,16.82,4.81,126.4,407.9,212.8,123.8,18.5,86.4,7.2,19.8,14.79,cotton,none,70.9,0,1.94,Medium
28.13,78.46,971.5,23.68,133.0,18.67,8.25,98.6,576.7,96.2,75.6,18.8,26.4,6.82,5.44,25.77,cotton,urea,133.8,3,3.25,High
24.39,57.34,854.0,16.95,125.2,9.03,9.97,132.6,666.6,189.8,143.1,25.8,55.5,5.83,18.68,19.1,fallow,DAP,103.6,1,2.45,Medium
29.05,75.6,1093.6,16.2,144.3,16.04,0.81,158.7,691.3,181.5,104.5,35.2,76.5,6.81,6.11,24.13,rice,NPK,87.2,0,2.7,High
25.5,61.11,715.9,21.59,116.5,23.36,10.47,117.3,587.9,182.0,67.9,16.9,90.5,6.94,16.47,15.16,groundnut,DAP,149.3,0,2.54,High
24.77,65.64,506.8,22.79,120.9,14.05,6.38,174.3,468.4,226.4,131.0,69.0,72.3,7.06,4.46,17.24,groundnut,organic,75.5,0,1.87,Medium
31.99,64.69,991.1,20.94,131.9,15.86,6.51,277.2,575.8,202.7,87.0,63.2,50.8,6.5,15.52,14.79,groundnut,organic,107.9,0,2.51,High
22.41,54.03,771.4,20.75,153.9,17.67,9.36,272.6,609.8,241.5,89.1,69.2,49.3,6.3,10.38,17.87,wheat,NPK,70.0,1,2.26,Medium
28.46,60.98,825.6,18.63,116.4,10.33,10.0,113.2,551.2,114.4,75.2,52.8,39.1,7.35,9.84,29.03,millet,none,95.8,2,2.58,High
22.39,79.99,1008.2,21.01,117.5,15.96,2.69,226.5,704.4,276.1,113.7,46.6,50.1,7.36,6.13,16.04,rice,urea,126.0,0,2.31,Medium
29.6,66.92,657.2,22.6,119.6,16.94,9.59,126.5,603.4,266.3,108.2,45.0,31.8,5.86,15.13,15.19,rice,urea,95.4,1,2.69,High
24.3,63.96,696.0,18.61,126.9,10.64,0.46,271.1,650.1,114.7,99.8,43.9,98.9,7.18,18.71,14.5,groundnut,NPK,62.0,1,2.19,Medium
22.9,66.47,558.0,19.69,125.5,20.81,8.56,163.4,683.1,112.5,96.4,39.3,81.4,6.76,10.38,24.91,millet,organic,84.6,1,2.14,Medium
28.48,57.89,909.1,21.14,121.8,10.04,6.76,155.9,511.2,244.4,65.3,38.5,79.3,6.25,7.21,23.03,cotton,NPK,150.4,3,2.43,Medium
29.33,66.99,627.8,22.25,143.2,12.04,8.65,276.4,595.8,178.4,108.8,62.8,39.2,6.96,6.73,25.63,groundnut,NPK,41.1,3,1.99,Medium
28.78,71.85,1011.9,21.1,144.1,18.97,10.08,183.7,637.5,127.7,88.1,39.4,36.6,6.58,14.52,20.58,wheat,DAP,99.8,0,2.59,High
22.52,53.17,866.2,17.26,130.7,12.91,11.57,113.9,727.4,248.4,122.1,41.3,74.5,7.19,19.55,24.43,rice,none,81.3,1,2.32,Medium
24.94,58.35,1046.8,20.24,136.6,9.61,5.62,195.7,595.9,123.4,40.9,65.7,69.2,6.77,15.96,27.64,fallow,DAP,84.3,1,2.06,Medium
26.51,56.27,536.6,19.48,138.1,16.2,6.22,226.2,707.7,139.1,59.7,62.9,82.8,6.15,5.37,24.17,wheat,DAP,62.1,0,1.54,Medium
24.87,72.35,1095.0,21.16,147.9,13.94,4.17,219.9,620.1,268.2,110.5,59.0,94.7,6.88,18.71,22.83,rice,NPK,130.1,0,2.68,High
30.11,78.07,738.7,21.17,131.8,15.54,3.36,228.4,446.2,251.6,108.8,43.7,67.2,6.95,7.31,16.5,groundnut,NPK,59.6,1,2.31,Medium
